CB NO,RACE,SEX,AGE,STATUTE,STATUTE DESCRIPTION,ARREST DATE,ARREST TIME,ARREST BEAT,STATUTE TAG
18627435,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,31-Mar-13,1946,1014,Possess <2.5g
18627450,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,31-Mar-13,2005,612,Possess 2.5g-10g
18627447,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,31-Mar-13,2011,1222,Possess 2.5g-10g
18627498,BLK,F,31,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,31-Mar-13,2124,1522,Possess <2.5g
18627500,WWH,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,31-Mar-13,2156,434,Possess 2.5g-10g
18627493,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,31-Mar-13,2158,1924,Possess <2.5g
18627513,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,31-Mar-13,2214,2424,Possess <2.5g
18627524,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,31-Mar-13,2245,726,Possess 2.5g-10g
18627695,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,1058,2532,Possess <2.5g
18627704,WWH,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1110,2535,Possess 2.5g-10g
18627715,BLK,M,32,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,1140,1914,Possess <2.5g
18627719,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,1148,1233,Possess <2.5g
18627766,BLK,M,34,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1255,2234,Possess 2.5g-10g
18627761,WWH,F,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1311,2532,Possess 2.5g-10g
18627763,WWH,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,1323,1624,Possess <2.5g
18627773,WWH,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,1325,1024,Possess <2.5g
18627859,BLK,M,30,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,1358,724,Possess <2.5g
18627851,WWH,M,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,1358,724,Possess <2.5g
18627862,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1458,222,Possess 2.5g-10g
18627867,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1458,222,Possess 2.5g-10g
18627841,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1540,224,Possess 2.5g-10g
18627842,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1547,1532,Possess 2.5g-10g
18627860,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1715,1135,Possess 2.5g-10g
18627893,WWH,F,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1735,1034,Possess 2.5g-10g
18627907,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1738,722,Possess 2.5g-10g
18627909,BLK,M,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1830,726,Possess 2.5g-10g
18627932,WWH,M,32,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,1840,825,Possess <2.5g
18627990,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,1909,1533,Possess <2.5g
18628005,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,1912,1533,Possess <2.5g
18627947,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1914,1111,Possess 2.5g-10g
18627971,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1930,324,Possess 2.5g-10g
18627980,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,1945,1533,Possess 2.5g-10g
18628017,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,2032,623,Possess 2.5g-10g
18628028,WWH,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,2040,1411,Possess <2.5g
18628012,WWH,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,2044,2422,Possess <2.5g
18628029,WWH,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,2048,933,Possess <2.5g
18628053,WWH,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,2100,2521,Possess <2.5g
18628044,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,2105,621,Possess 2.5g-10g
18628076,BLK,F,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,2126,533,Possess 2.5g-10g
18628119,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,1-Apr-13,2245,513,Possess <2.5g
18628170,WHI,F,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,2330,1932,Possess 2.5g-10g
18628156,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,1-Apr-13,2340,1624,Possess 2.5g-10g
18628216,WWH,F,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,2-Apr-13,16,2521,Possess <2.5g
18628207,WWH,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,140,923,Possess 2.5g-10g
18628392,BLK,M,34,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1130,1512,Possess 2.5g-10g
18628420,BLK,M,36,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1135,734,Possess 2.5g-10g
18628396,BLK,M,31,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1205,232,Possess 2.5g-10g
18628451,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,2-Apr-13,1327,633,Possess <2.5g
18628457,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1415,2513,Possess 2.5g-10g
18628543,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1425,2222,Possess 2.5g-10g
18628482,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1440,735,Possess 2.5g-10g
18628517,BLK,F,47,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1500,1532,Possess 2.5g-10g
18628520,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1500,423,Possess 2.5g-10g
18628524,BLK,M,39,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1500,1532,Possess 2.5g-10g
18628498,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,2-Apr-13,1520,414,Possess <2.5g
18628571,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1630,623,Possess 2.5g-10g
18628586,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1745,423,Possess 2.5g-10g
18628610,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1817,714,Possess 2.5g-10g
18628613,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1821,1121,Possess 2.5g-10g
18628646,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1847,611,Possess 2.5g-10g
18628679,BLK,M,31,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,2-Apr-13,1910,1112,Possess <2.5g
18628684,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,1915,1134,Possess 2.5g-10g
18628718,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,2005,1135,Possess 2.5g-10g
18628829,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,2041,613,Possess 2.5g-10g
18628776,BLK,F,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,2046,2232,Possess 2.5g-10g
18628752,BLK,M,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,2052,533,Possess 2.5g-10g
18628771,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,2-Apr-13,2115,123,Possess <2.5g
18628815,BLK,F,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,2-Apr-13,2122,932,Possess <2.5g
18628796,WHI,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,2139,1914,Possess 2.5g-10g
18628851,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,2-Apr-13,2240,1221,Possess <2.5g
18628858,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,2-Apr-13,2300,524,Possess 2.5g-10g
18628861,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,2-Apr-13,2325,1112,Possess <2.5g
18629118,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,1025,824,Possess 2.5g-10g
18629130,BLK,F,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,1045,414,Possess 2.5g-10g
18629139,BLK,F,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,3-Apr-13,1140,1913,Possess <2.5g
18629202,BLK,M,30,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,3-Apr-13,1205,823,Possess <2.5g
18629163,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,3-Apr-13,1220,823,Possess <2.5g
18629212,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,3-Apr-13,1250,623,Possess <2.5g
18629277,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,1330,1014,Possess 2.5g-10g
18629245,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,1402,732,Possess 2.5g-10g
18629299,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,1550,1511,Possess 2.5g-10g
18629379,BLK,F,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,1812,1623,Possess 2.5g-10g
18629406,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,1812,734,Possess 2.5g-10g
18629432,BLK,F,26,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,3-Apr-13,1830,1532,Possess <2.5g
18629455,WHI,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,3-Apr-13,1908,1624,Possess <2.5g
18629458,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,1920,824,Possess 2.5g-10g
18629486,BLK,M,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,1934,1913,Possess 2.5g-10g
18629520,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,2008,331,Possess 2.5g-10g
18629515,WWH,M,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,3-Apr-13,2035,1234,Possess <2.5g
18629564,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,2050,731,Possess 2.5g-10g
18629630,BLK,M,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,2120,2223,Possess 2.5g-10g
18629593,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,2130,835,Possess 2.5g-10g
18629597,BLK,M,37,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,2158,411,Possess 2.5g-10g
18629629,BLK,M,31,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,2200,532,Possess 2.5g-10g
18629660,BLK,M,26,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,3-Apr-13,2210,825,Possess <2.5g
18629638,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,2225,934,Possess 2.5g-10g
18629661,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,3-Apr-13,2240,1222,Possess <2.5g
18629702,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,2243,533,Possess 2.5g-10g
18629676,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,3-Apr-13,2251,823,Possess <2.5g
18629727,WWH,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,3-Apr-13,2325,813,Possess 2.5g-10g
18629706,WWH,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,3-Apr-13,2335,2413,Possess <2.5g
18629903,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Apr-13,1055,2534,Possess <2.5g
18629921,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Apr-13,1141,734,Possess 2.5g-10g
18629939,BLK,M,33,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Apr-13,1156,1014,Possess <2.5g
18629944,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Apr-13,1156,1014,Possess <2.5g
18629967,BLK,M,34,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Apr-13,1225,1012,Possess <2.5g
18629987,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Apr-13,1258,414,Possess 2.5g-10g
18629981,BLK,M,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Apr-13,1300,2511,Possess <2.5g
18630013,BLK,F,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Apr-13,1330,1011,Possess 2.5g-10g
18630083,BLK,M,38,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Apr-13,1340,624,Possess <2.5g
18630010,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Apr-13,1419,311,Possess <2.5g
18630063,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Apr-13,1507,733,Possess 2.5g-10g
18630127,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Apr-13,1655,1132,Possess <2.5g
18630265,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Apr-13,1940,933,Possess 2.5g-10g
18630311,BLK,M,34,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Apr-13,2020,2424,Possess <2.5g
18630330,BLK,M,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Apr-13,2045,2413,Possess 2.5g-10g
18630323,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Apr-13,2049,422,Possess 2.5g-10g
18630321,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Apr-13,2050,612,Possess 2.5g-10g
18630361,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Apr-13,2053,1112,Possess <2.5g
18630353,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Apr-13,2053,1112,Possess 2.5g-10g
18630360,WWH,M,26,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Apr-13,2115,1234,Possess <2.5g
18630382,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,4-Apr-13,2125,215,Possess <2.5g
18630433,BLK,M,34,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Apr-13,2216,1533,Possess 2.5g-10g
18630475,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,4-Apr-13,2230,321,Possess 2.5g-10g
18630534,BLK,F,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,5,1933,Possess 2.5g-10g
18630575,WWH,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Apr-13,141,915,Possess <2.5g
18630744,BLK,F,36,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,1027,522,Possess 2.5g-10g
18630724,BLK,M,36,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,1030,1222,Possess 2.5g-10g
18630726,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,1035,214,Possess 2.5g-10g
18630716,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Apr-13,1038,1134,Possess <2.5g
18630723,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,1041,331,Possess 2.5g-10g
18630747,BLK,M,44,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Apr-13,1120,935,Possess <2.5g
18630751,BLK,M,38,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,1125,513,Possess 2.5g-10g
18630789,BLK,M,57,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Apr-13,1205,1222,Possess <2.5g
18630790,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,1245,835,Possess 2.5g-10g
18630795,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,1255,1532,Possess 2.5g-10g
18630813,BLK,M,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Apr-13,1301,1211,Possess <2.5g
18630869,BLK,M,33,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Apr-13,1344,533,Possess <2.5g
18630896,BLK,M,40,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,1550,232,Possess 2.5g-10g
18630959,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,1748,713,Possess 2.5g-10g
18631002,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,1848,2535,Possess 2.5g-10g
18631015,BLK,M,42,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,1900,935,Possess 2.5g-10g
18631017,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,1901,334,Possess 2.5g-10g
18631051,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Apr-13,2000,2533,Possess <2.5g
18631101,BLK,M,34,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Apr-13,2000,111,Possess <2.5g
18631075,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,2010,523,Possess 2.5g-10g
18631110,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,2040,823,Possess 2.5g-10g
18631169,BLK,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Apr-13,2155,1233,Possess <2.5g
18631201,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,5-Apr-13,2240,414,Possess 2.5g-10g
18631275,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Apr-13,2330,1732,Possess <2.5g
18631279,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,5-Apr-13,2352,1924,Possess <2.5g
18631504,BLK,M,33,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Apr-13,1005,1913,Possess <2.5g
18631514,BLK,F,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Apr-13,1050,713,Possess <2.5g
18631533,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Apr-13,1120,1532,Possess <2.5g
18631581,BLK,M,32,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Apr-13,1200,1522,Possess <2.5g
18631546,WWH,M,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Apr-13,1200,912,Possess <2.5g
18631587,BLK,M,36,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,1303,423,Possess 2.5g-10g
18631564,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Apr-13,1305,823,Possess <2.5g
18631591,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Apr-13,1330,621,Possess <2.5g
18631602,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,1400,513,Possess 2.5g-10g
18631609,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Apr-13,1430,1914,Possess <2.5g
18631628,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,1515,1134,Possess 2.5g-10g
18631645,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,1600,1522,Possess 2.5g-10g
18631749,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,1750,223,Possess 2.5g-10g
18631724,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,1800,1524,Possess 2.5g-10g
18631813,WWH,M,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,1835,2514,Possess 2.5g-10g
18631782,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,1915,1021,Possess 2.5g-10g
18631777,BLK,M,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Apr-13,1916,1532,Possess <2.5g
18631776,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,1921,1121,Possess 2.5g-10g
18631812,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,1955,2431,Possess 2.5g-10g
18631827,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,2040,423,Possess 2.5g-10g
18631864,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,2055,522,Possess 2.5g-10g
18631879,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Apr-13,2110,1233,Possess <2.5g
18631924,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Apr-13,2110,1233,Possess <2.5g
18631908,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,6-Apr-13,2210,1134,Possess <2.5g
18631950,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,2320,1112,Possess 2.5g-10g
18631993,WWH,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,6-Apr-13,2348,911,Possess 2.5g-10g
18632045,BLK,M,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Apr-13,56,1532,Possess <2.5g
18632014,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Apr-13,108,1112,Possess 2.5g-10g
18632030,BLK,F,42,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Apr-13,134,1531,Possess 2.5g-10g
18632052,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Apr-13,145,1531,Possess <2.5g
